trade_date,trade_month,bond_rate
2-Sep-20,9,0.26
3-Sep-20,9,0.25
4-Sep-20,9,0.25
7-Sep-20,9,0.26
8-Sep-20,9,0.26
9-Sep-20,9,0.25
10-Sep-20,9,0.24
11-Sep-20,9,0.24
14-Sep-20,9,0.22
15-Sep-20,9,0.21
16-Sep-20,9,0.21
17-Sep-20,9,0.19
18-Sep-20,9,0.2
21-Sep-20,9,0.19
22-Sep-20,9,0.18
23-Sep-20,9,0.16
24-Sep-20,9,0.16
25-Sep-20,9,0.16
28-Sep-20,9,0.15
29-Sep-20,9,0.16
30-Sep-20,9,0.16
1-Oct-20,10,0.17
2-Oct-20,10,0.17
6-Oct-20,10,0.17
7-Oct-20,10,0.14
8-Oct-20,10,0.14
9-Oct-20,10,0.14
12-Oct-20,10,0.14
13-Oct-20,10,0.14
14-Oct-20,10,0.15
15-Oct-20,10,0.14
16-Oct-20,10,0.14
19-Oct-20,10,0.15
20-Oct-20,10,0.13
21-Oct-20,10,0.12
22-Oct-20,10,0.12
23-Oct-20,10,0.12
26-Oct-20,10,0.11
27-Oct-20,10,0.11
28-Oct-20,10,0.11
29-Oct-20,10,0.11
30-Oct-20,10,0.11
2-Nov-20,11,0.11
3-Nov-20,11,0.09
4-Nov-20,11,0.1
5-Nov-20,11,0.1
6-Nov-20,11,0.1
9-Nov-20,11,0.09
10-Nov-20,11,0.1
11-Nov-20,11,0.11
12-Nov-20,11,0.1
13-Nov-20,11,0.1
16-Nov-20,11,0.1
17-Nov-20,11,0.1
18-Nov-20,11,0.1
19-Nov-20,11,0.09
20-Nov-20,11,0.09
23-Nov-20,11,0.09
24-Nov-20,11,0.09
25-Nov-20,11,0.09
26-Nov-20,11,0.09
27-Nov-20,11,0.09
30-Nov-20,11,0.09
1-Dec-20,12,0.09
2-Dec-20,12,0.1
3-Dec-20,12,0.1
4-Dec-20,12,0.1
7-Dec-20,12,0.1
8-Dec-20,12,0.1
9-Dec-20,12,0.1
10-Dec-20,12,0.09
11-Dec-20,12,0.09
14-Dec-20,12,0.11
15-Dec-20,12,0.1
16-Dec-20,12,0.1
17-Dec-20,12,0.1
18-Dec-20,12,0.11
21-Dec-20,12,0.09
22-Dec-20,12,0.09
23-Dec-20,12,0.09
24-Dec-20,12,0.08
29-Dec-20,12,0.08
30-Dec-20,12,0.08
31-Dec-20,12,0.08
4-Jan-21,1,0.08
5-Jan-21,1,0.07
6-Jan-21,1,0.07
7-Jan-21,1,0.08
8-Jan-21,1,0.08
11-Jan-21,1,0.08
12-Jan-21,1,0.08
13-Jan-21,1,0.08
14-Jan-21,1,0.08
15-Jan-21,1,0.08
18-Jan-21,1,0.08
19-Jan-21,1,0.08
20-Jan-21,1,0.08
21-Jan-21,1,0.08
22-Jan-21,1,0.08
25-Jan-21,1,0.08
27-Jan-21,1,0.09
28-Jan-21,1,0.09
29-Jan-21,1,0.09
1-Feb-21,2,0.09
2-Feb-21,2,0.09
3-Feb-21,2,0.09
4-Feb-21,2,0.1
5-Feb-21,2,0.09
8-Feb-21,2,0.09
9-Feb-21,2,0.09
10-Feb-21,2,0.09
11-Feb-21,2,0.09
12-Feb-21,2,0.09
15-Feb-21,2,0.09
16-Feb-21,2,0.09
17-Feb-21,2,0.1
18-Feb-21,2,0.11
19-Feb-21,2,0.12
22-Feb-21,2,0.12
23-Feb-21,2,0.12
24-Feb-21,2,0.12
25-Feb-21,2,0.11
26-Feb-21,2,0.11
1-Mar-21,3,0.11
2-Mar-21,3,0.1
3-Mar-21,3,0.11
4-Mar-21,3,0.12
5-Mar-21,3,0.12
8-Mar-21,3,0.13
9-Mar-21,3,0.11
10-Mar-21,3,0.1
11-Mar-21,3,0.09
12-Mar-21,3,0.09
15-Mar-21,3,0.09
16-Mar-21,3,0.08
17-Mar-21,3,0.08
18-Mar-21,3,0.09
19-Mar-21,3,0.09
22-Mar-21,3,0.08
23-Mar-21,3,0.08
24-Mar-21,3,0.08
25-Mar-21,3,0.07
26-Mar-21,3,0.07
29-Mar-21,3,0.08
30-Mar-21,3,0.07
31-Mar-21,3,0.08
1-Apr-21,4,0.08
6-Apr-21,4,0.08
7-Apr-21,4,0.08
8-Apr-21,4,0.08
9-Apr-21,4,0.07
12-Apr-21,4,0.07
13-Apr-21,4,0.07
14-Apr-21,4,0.07
15-Apr-21,4,0.08
16-Apr-21,4,0.07
19-Apr-21,4,0.07
20-Apr-21,4,0.07
21-Apr-21,4,0.07
22-Apr-21,4,0.07
23-Apr-21,4,0.07
26-Apr-21,4,0.07
27-Apr-21,4,0.07
28-Apr-21,4,0.07
29-Apr-21,4,0.07
30-Apr-21,4,0.07
3-May-21,5,0.08
4-May-21,5,0.08
5-May-21,5,0.09
6-May-21,5,0.09
7-May-21,5,0.09
10-May-21,5,0.08
11-May-21,5,0.08
12-May-21,5,0.08
13-May-21,5,0.08
14-May-21,5,0.08
17-May-21,5,0.08
18-May-21,5,0.07
19-May-21,5,0.07
20-May-21,5,0.07
21-May-21,5,0.07
24-May-21,5,0.07
25-May-21,5,0.07
26-May-21,5,0.06
27-May-21,5,0.06
28-May-21,5,0.06
31-May-21,5,0.05
1-Jun-21,6,0.05
2-Jun-21,6,0.05
3-Jun-21,6,0.03
4-Jun-21,6,0.04
7-Jun-21,6,0.05
8-Jun-21,6,0.05
9-Jun-21,6,0.04
10-Jun-21,6,0.01
11-Jun-21,6,-0.01
15-Jun-21,6,0
16-Jun-21,6,0.01
17-Jun-21,6,0.02
18-Jun-21,6,0.06
21-Jun-21,6,0.09
22-Jun-21,6,0.08
23-Jun-21,6,0.08
24-Jun-21,6,0.07
25-Jun-21,6,0.07
28-Jun-21,6,0.07
29-Jun-21,6,0.07
30-Jun-21,6,0.06
1-Jul-21,7,0.06
2-Jul-21,7,0.05
5-Jul-21,7,0.06
6-Jul-21,7,0.07
7-Jul-21,7,0.06
8-Jul-21,7,0.06
9-Jul-21,7,0.07
12-Jul-21,7,0.05
13-Jul-21,7,0.06
14-Jul-21,7,0.04
15-Jul-21,7,0.04
16-Jul-21,7,0.04
19-Jul-21,7,0.04
20-Jul-21,7,0.03
21-Jul-21,7,0.03
22-Jul-21,7,0.03
23-Jul-21,7,0.03
26-Jul-21,7,0.03
27-Jul-21,7,0.03
28-Jul-21,7,0.02
29-Jul-21,7,0.01
30-Jul-21,7,0.02
3-Aug-21,8,0.02
4-Aug-21,8,0.02
5-Aug-21,8,0.03
6-Aug-21,8,0.04
9-Aug-21,8,0.04
