,trade_date,trade_month,price_usd
1440,23-Dec-19,12,7355.63
1441,24-Dec-19,12,7322.53
1442,25-Dec-19,12,7275.16
1443,26-Dec-19,12,7238.97
1444,27-Dec-19,12,7290.09
1445,28-Dec-19,12,7317.99
1446,29-Dec-19,12,7422.65
1447,30-Dec-19,12,7293
1448,31-Dec-19,12,7193.6
1449,01-Jan-20,1,7200.17
1450,02-Jan-20,1,6985.47
1451,03-Jan-20,1,7344.88
1452,04-Jan-20,1,7410.66
1453,05-Jan-20,1,7411.32
1454,06-Jan-20,1,7769.22
1455,07-Jan-20,1,8163.69
1456,08-Jan-20,1,8079.86
1457,09-Jan-20,1,7879.07
1458,10-Jan-20,1,8166.55
1459,11-Jan-20,1,8037.54
1460,12-Jan-20,1,8192.49
1461,13-Jan-20,1,8144.19
1462,14-Jan-20,1,8827.76
1463,15-Jan-20,1,8807.01
1464,16-Jan-20,1,8723.79
1465,17-Jan-20,1,8929.04
1466,18-Jan-20,1,8942.81
1467,19-Jan-20,1,8706.25
1468,20-Jan-20,1,8657.64
1469,21-Jan-20,1,8745.89
1470,22-Jan-20,1,8680.88
1471,24-Jan-20,1,8445.43
1472,25-Jan-20,1,8367.85
1473,26-Jan-20,1,8596.83
1474,27-Jan-20,1,8909.82
1475,28-Jan-20,1,9358.59
1476,29-Jan-20,1,9316.63
1477,30-Jan-20,1,9508.99
1478,31-Jan-20,1,9350.53
1479,01-Feb-20,2,9392.88
1480,02-Feb-20,2,9344.37
1481,03-Feb-20,2,9293.52
1482,04-Feb-20,2,9180.96
1483,05-Feb-20,2,9613.42
1484,06-Feb-20,2,9729.8
1485,07-Feb-20,2,9795.94
1486,08-Feb-20,2,9865.12
1487,09-Feb-20,2,10116.67
1488,10-Feb-20,2,9856.61
1489,11-Feb-20,2,10208.24
1490,12-Feb-20,2,10326.05
1491,13-Feb-20,2,10214.38
1492,14-Feb-20,2,10312.12
1493,15-Feb-20,2,9889.42
1494,16-Feb-20,2,9934.43
1495,17-Feb-20,2,9690.14
1496,18-Feb-20,2,10142
1497,19-Feb-20,2,9633.39
1498,20-Feb-20,2,9608.48
1499,21-Feb-20,2,9686.44
1500,22-Feb-20,2,9663.18
1501,23-Feb-20,2,9924.52
1502,24-Feb-20,2,9650.17
1503,25-Feb-20,2,9341.71
1504,26-Feb-20,2,8820.52
1505,27-Feb-20,2,8784.49
1506,28-Feb-20,2,8672.46
1507,29-Feb-20,2,8599.51
1508,01-Mar-20,3,8562.45
1509,02-Mar-20,3,8869.67
1510,03-Mar-20,3,8787.79
1511,04-Mar-20,3,8755.25
1512,05-Mar-20,3,9078.76
1513,06-Mar-20,3,9122.55
1514,07-Mar-20,3,8909.95
1515,08-Mar-20,3,8108.12
1516,09-Mar-20,3,7923.64
1517,10-Mar-20,3,7909.73
1518,11-Mar-20,3,7911.43
1519,12-Mar-20,3,4970.79
1520,13-Mar-20,3,5563.71
1521,14-Mar-20,3,5200.37
1522,15-Mar-20,3,5392.31
1523,16-Mar-20,3,5014.48
1524,17-Mar-20,3,5225.63
1525,18-Mar-20,3,5238.44
1526,19-Mar-20,3,6191.19
1527,20-Mar-20,3,6198.78
1528,21-Mar-20,3,6185.07
1529,22-Mar-20,3,5830.25
1530,23-Mar-20,3,6416.31
1531,24-Mar-20,3,6734.8
1532,25-Mar-20,3,6681.06
1533,26-Mar-20,3,6716.44
1534,27-Mar-20,3,6469.8
1535,28-Mar-20,3,6242.19
1536,29-Mar-20,3,5922.04
1537,30-Mar-20,3,6429.84
1538,31-Mar-20,3,6438.64
1539,01-Apr-20,4,6606.78
1540,02-Apr-20,4,6793.62
1541,03-Apr-20,4,6733.39
1542,04-Apr-20,4,6867.53
1543,05-Apr-20,4,6791.13
1544,06-Apr-20,4,7271.78
1545,07-Apr-20,4,7176.41
1546,08-Apr-20,4,7334.1
1547,09-Apr-20,4,7302.09
1548,10-Apr-20,4,6865.49
1549,11-Apr-20,4,6859.08
1550,12-Apr-20,4,6971.09
1551,13-Apr-20,4,6845.04
1552,14-Apr-20,4,6842.43
1553,15-Apr-20,4,6642.11
1554,16-Apr-20,4,7116.8
1555,17-Apr-20,4,7096.18
1556,18-Apr-20,4,7257.66
1557,19-Apr-20,4,7189.42
1558,20-Apr-20,4,6881.96
1559,21-Apr-20,4,6880.32
1560,22-Apr-20,4,7117.21
1561,23-Apr-20,4,7429.72
1562,24-Apr-20,4,7550.9
1563,25-Apr-20,4,7569.94
1564,26-Apr-20,4,7679.87
1565,27-Apr-20,4,7795.6
1566,28-Apr-20,4,7807.06
1567,29-Apr-20,4,8801.04
1568,30-Apr-20,4,8658.55
1569,01-May-20,5,8864.77
1570,02-May-20,5,8988.6
1571,03-May-20,5,8897.47
1572,04-May-20,5,8912.65
1573,05-May-20,5,9003.07
1574,06-May-20,5,9268.76
1575,07-May-20,5,9951.52
1576,08-May-20,5,9842.67
1577,09-May-20,5,9593.9
1578,10-May-20,5,8756.43
1579,11-May-20,5,8601.8
1580,12-May-20,5,8804.48
1581,13-May-20,5,9269.99
1582,14-May-20,5,9733.72
1583,15-May-20,5,9328.2
1584,16-May-20,5,9377.01
1585,17-May-20,5,9670.74
1586,18-May-20,5,9726.57
1587,19-May-20,5,9729.04
1588,20-May-20,5,9522.98
1589,21-May-20,5,9081.76
1590,22-May-20,5,9182.58
1591,23-May-20,5,9209.29
1592,24-May-20,5,8790.37
1593,25-May-20,5,8906.93
1594,26-May-20,5,8835.05
1595,27-May-20,5,9181.02
1596,28-May-20,5,9525.75
1597,29-May-20,5,9439.12
1598,30-May-20,5,9700.41
1599,31-May-20,5,9461.06
1600,01-Jun-20,6,10167.27
1601,02-Jun-20,6,9529.8
1602,03-Jun-20,6,9656.72
1603,04-Jun-20,6,9800.64
1604,05-Jun-20,6,9665.53
1605,06-Jun-20,6,9653.68
1606,07-Jun-20,6,9758.85
1607,08-Jun-20,6,9771.49
1608,10-Jun-20,6,9870.09
1609,11-Jun-20,6,9321.78
1610,12-Jun-20,6,9480.84
1611,13-Jun-20,6,9475.28
1612,14-Jun-20,6,9386.79
1613,15-Jun-20,6,9450.7
1614,16-Jun-20,6,9538.02
1615,17-Jun-20,6,9480.26
1616,18-Jun-20,6,9411.84
1617,19-Jun-20,6,9288.02
1618,20-Jun-20,6,9332.34
1619,21-Jun-20,6,9303.63
1620,22-Jun-20,6,9648.72
1621,23-Jun-20,6,9629.66
1622,24-Jun-20,6,9313.61
1623,25-Jun-20,6,9264.81
1624,26-Jun-20,6,9162.92
1625,27-Jun-20,6,9045.39
1626,28-Jun-20,6,9143.58
1627,29-Jun-20,6,9190.85
1628,30-Jun-20,6,9137.99
1629,01-Jul-20,7,9228.33
1630,02-Jul-20,7,9123.41
1631,03-Jul-20,7,9087.3
1632,04-Jul-20,7,9132.49
1633,05-Jul-20,7,9073.94
1634,06-Jul-20,7,9375.47
1635,07-Jul-20,7,9252.28
1636,08-Jul-20,7,9428.33
1637,09-Jul-20,7,9277.97
1638,10-Jul-20,7,9278.81
1639,11-Jul-20,7,9240.35
1640,12-Jul-20,7,9276.5
1641,13-Jul-20,7,9243.61
1642,14-Jul-20,7,9243.21
1643,15-Jul-20,7,9192.84
1644,16-Jul-20,7,9132.23
1645,18-Jul-20,7,9159.04
1646,19-Jul-20,7,9185.82
1647,20-Jul-20,7,9164.23
1648,21-Jul-20,7,9374.89
1649,22-Jul-20,7,9525.36
1650,23-Jul-20,7,9581.07
1651,24-Jul-20,7,9536.89
1652,25-Jul-20,7,9677.11
1653,26-Jul-20,7,9905.17
1654,27-Jul-20,7,10990.87
1655,28-Jul-20,7,10912.82
1656,29-Jul-20,7,11100.47
1657,30-Jul-20,7,11111.21
1658,31-Jul-20,7,11323.47
1659,01-Aug-20,8,11759.59
1660,02-Aug-20,8,11053.61
1661,03-Aug-20,8,11246.35
1662,04-Aug-20,8,11205.89
1663,05-Aug-20,8,11747.02
1664,06-Aug-20,8,11779.77
1665,07-Aug-20,8,11601.47
1666,08-Aug-20,8,11754.05
1667,09-Aug-20,8,11675.74
1668,10-Aug-20,8,11878.11
1669,11-Aug-20,8,11410.53
1670,12-Aug-20,8,11584.93
1671,13-Aug-20,8,11784.14
1672,14-Aug-20,8,11768.87
1673,15-Aug-20,8,11865.7
1674,16-Aug-20,8,11892.8
1675,17-Aug-20,8,12254.4
1676,18-Aug-20,8,11991.23
1677,19-Aug-20,8,11758.28
1678,20-Aug-20,8,11878.37
1679,21-Aug-20,8,11592.49
1680,22-Aug-20,8,11681.83
1681,23-Aug-20,8,11664.85
1682,24-Aug-20,8,11774.6
1683,25-Aug-20,8,11366.14
1684,26-Aug-20,8,11488.36
1685,27-Aug-20,8,11323.4
1686,28-Aug-20,8,11542.5
1687,29-Aug-20,8,11506.87
1688,30-Aug-20,8,11711.51
1689,31-Aug-20,8,11680.82
1690,01-Sep-20,9,11970.48
1691,02-Sep-20,9,11414.03
1692,03-Sep-20,9,10245.3
1693,04-Sep-20,9,10511.81
1694,05-Sep-20,9,10169.57
1695,06-Sep-20,9,10280.35
1696,07-Sep-20,9,10369.56
1697,08-Sep-20,9,10131.52
1698,09-Sep-20,9,10242.35
1699,11-Sep-20,9,10400.91
1700,12-Sep-20,9,10442.17
1701,13-Sep-20,9,10323.76
1702,14-Sep-20,9,10680.84
1703,15-Sep-20,9,10796.95
1704,16-Sep-20,9,10974.9
1705,17-Sep-20,9,10948.99
1706,18-Sep-20,9,10944.59
1707,19-Sep-20,9,11094.35
1708,20-Sep-20,9,10938.27
1709,21-Sep-20,9,10462.26
1710,22-Sep-20,9,10538.46
1711,24-Sep-20,9,10745.55
1712,25-Sep-20,9,10702.29
1713,27-Sep-20,9,10774.43
1714,28-Sep-20,9,10721.33
1715,29-Sep-20,9,10848.83
1716,30-Sep-20,9,10787.62
1717,01-Oct-20,10,10623.33
1718,03-Oct-20,10,10565.49
1719,05-Oct-20,10,10804
1720,07-Oct-20,10,10679.14
1721,08-Oct-20,10,10923.63
1722,10-Oct-20,10,11296.36
1723,11-Oct-20,10,11384.18
1724,12-Oct-20,10,11555.36
1725,13-Oct-20,10,11425.9
1726,14-Oct-20,10,11429.51
1727,15-Oct-20,10,11495.35
1728,16-Oct-20,10,11322.12
1729,17-Oct-20,10,11358.1
1730,18-Oct-20,10,11483.36
1731,19-Oct-20,10,11742.04
1732,20-Oct-20,10,11916.34
1733,21-Oct-20,10,12823.69
1734,22-Oct-20,10,12965.89
1735,23-Oct-20,10,12931.54
1736,24-Oct-20,10,13108.06
1737,25-Oct-20,10,13031.17
1738,26-Oct-20,10,13075.25
1739,27-Oct-20,10,13654.22
1740,28-Oct-20,10,13271.29
1741,29-Oct-20,10,13437.88
1742,30-Oct-20,10,13546.52
1743,31-Oct-20,10,13780.99
1744,01-Nov-20,11,13737.11
1745,02-Nov-20,11,13550.49
