,trade_date,trade_month,price_usd
0,01-Jan-16,1,434.33
1,02-Jan-16,1,433.44
2,03-Jan-16,1,430.01
3,04-Jan-16,1,433.09
4,05-Jan-16,1,431.96
5,06-Jan-16,1,429.11
6,07-Jan-16,1,458.05
7,08-Jan-16,1,453.23
8,09-Jan-16,1,447.61
9,10-Jan-16,1,447.99
10,11-Jan-16,1,448.43
11,12-Jan-16,1,435.69
12,13-Jan-16,1,432.37
13,14-Jan-16,1,430.31
14,15-Jan-16,1,364.33
15,16-Jan-16,1,387.54
16,17-Jan-16,1,382.3
17,18-Jan-16,1,387.17
18,19-Jan-16,1,380.15
19,20-Jan-16,1,420.23
20,21-Jan-16,1,410.26
21,22-Jan-16,1,382.49
22,23-Jan-16,1,387.49
23,24-Jan-16,1,402.97
24,25-Jan-16,1,391.73
25,26-Jan-16,1,392.15
26,27-Jan-16,1,394.97
27,28-Jan-16,1,380.29
28,29-Jan-16,1,379.47
29,30-Jan-16,1,378.26
30,31-Jan-16,1,368.77
31,01-Feb-16,2,373.06
32,02-Feb-16,2,374.45
33,03-Feb-16,2,369.95
34,04-Feb-16,2,389.59
35,05-Feb-16,2,386.55
36,06-Feb-16,2,376.52
37,07-Feb-16,2,376.62
38,08-Feb-16,2,373.45
39,09-Feb-16,2,376.03
40,10-Feb-16,2,381.65
41,11-Feb-16,2,379.65
42,12-Feb-16,2,384.26
43,13-Feb-16,2,391.86
44,14-Feb-16,2,407.23
45,15-Feb-16,2,400.18
46,16-Feb-16,2,407.49
47,17-Feb-16,2,416.32
48,18-Feb-16,2,422.37
49,19-Feb-16,2,420.79
50,20-Feb-16,2,437.16
51,21-Feb-16,2,438.8
52,22-Feb-16,2,437.75
53,23-Feb-16,2,420.74
54,24-Feb-16,2,424.95
55,25-Feb-16,2,424.54
56,26-Feb-16,2,432.15
57,27-Feb-16,2,432.52
58,28-Feb-16,2,433.5
59,29-Feb-16,2,437.7
60,01-Mar-16,3,435.12
61,02-Mar-16,3,423.99
62,03-Mar-16,3,421.65
63,04-Mar-16,3,410.94
64,05-Mar-16,3,400.57
65,06-Mar-16,3,407.71
66,07-Mar-16,3,414.32
67,08-Mar-16,3,413.97
68,09-Mar-16,3,414.86
69,10-Mar-16,3,417.13
70,11-Mar-16,3,421.69
71,12-Mar-16,3,411.62
72,13-Mar-16,3,414.07
73,14-Mar-16,3,416.44
74,15-Mar-16,3,416.83
75,16-Mar-16,3,417.01
76,17-Mar-16,3,420.62
77,18-Mar-16,3,409.55
78,19-Mar-16,3,410.44
79,20-Mar-16,3,413.76
80,21-Mar-16,3,413.31
81,22-Mar-16,3,418.09
82,23-Mar-16,3,418.04
83,24-Mar-16,3,416.39
84,25-Mar-16,3,417.18
85,26-Mar-16,3,417.95
86,27-Mar-16,3,426.77
87,28-Mar-16,3,424.23
88,29-Mar-16,3,416.52
89,30-Mar-16,3,414.82
90,31-Mar-16,3,416.73
91,01-Apr-16,4,417.96
92,02-Apr-16,4,420.87
93,03-Apr-16,4,420.9
94,04-Apr-16,4,421.44
95,05-Apr-16,4,424.03
96,06-Apr-16,4,423.41
97,07-Apr-16,4,422.74
98,08-Apr-16,4,420.35
99,09-Apr-16,4,419.41
100,10-Apr-16,4,421.56
101,11-Apr-16,4,422.48
102,12-Apr-16,4,425.19
103,13-Apr-16,4,423.73
104,14-Apr-16,4,424.28
105,15-Apr-16,4,429.71
106,16-Apr-16,4,430.57
107,17-Apr-16,4,427.4
108,18-Apr-16,4,428.59
109,19-Apr-16,4,435.51
110,20-Apr-16,4,441.39
111,21-Apr-16,4,449.42
112,22-Apr-16,4,445.74
113,23-Apr-16,4,450.28
114,24-Apr-16,4,458.55
115,25-Apr-16,4,461.43
116,26-Apr-16,4,466.09
117,27-Apr-16,4,444.69
118,28-Apr-16,4,449.01
119,29-Apr-16,4,455.1
120,30-Apr-16,4,448.32
121,01-May-16,5,451.88
122,02-May-16,5,444.67
123,03-May-16,5,450.3
124,04-May-16,5,446.72
125,05-May-16,5,447.98
126,06-May-16,5,459.6
127,07-May-16,5,458.54
128,08-May-16,5,458.55
129,09-May-16,5,460.48
130,10-May-16,5,450.89
131,11-May-16,5,452.73
132,12-May-16,5,454.77
133,13-May-16,5,455.67
134,14-May-16,5,455.67
135,15-May-16,5,457.57
136,16-May-16,5,454.16
137,17-May-16,5,453.78
138,18-May-16,5,454.62
139,19-May-16,5,438.71
140,20-May-16,5,442.68
141,21-May-16,5,443.19
142,22-May-16,5,439.32
143,23-May-16,5,444.15
144,24-May-16,5,445.98
145,25-May-16,5,449.6
146,26-May-16,5,453.38
147,27-May-16,5,473.46
148,28-May-16,5,530.04
149,29-May-16,5,526.23
150,30-May-16,5,533.86
151,31-May-16,5,531.39
152,01-Jun-16,6,536.92
153,02-Jun-16,6,537.97
154,03-Jun-16,6,569.19
155,04-Jun-16,6,572.73
156,05-Jun-16,6,574.98
157,06-Jun-16,6,585.54
158,07-Jun-16,6,576.6
159,08-Jun-16,6,581.65
160,09-Jun-16,6,574.63
161,10-Jun-16,6,577.47
162,11-Jun-16,6,606.73
163,12-Jun-16,6,672.78
164,13-Jun-16,6,704.38
165,14-Jun-16,6,685.56
166,15-Jun-16,6,694.47
167,16-Jun-16,6,766.31
168,17-Jun-16,6,748.91
169,18-Jun-16,6,756.23
170,19-Jun-16,6,763.78
171,20-Jun-16,6,737.23
172,21-Jun-16,6,666.65
173,22-Jun-16,6,596.12
174,23-Jun-16,6,623.98
175,24-Jun-16,6,665.3
176,25-Jun-16,6,665.12
177,26-Jun-16,6,629.37
178,27-Jun-16,6,655.28
179,28-Jun-16,6,647
180,29-Jun-16,6,639.89
181,30-Jun-16,6,673.34
182,01-Jul-16,7,676.3
183,02-Jul-16,7,703.7
184,03-Jul-16,7,658.66
185,04-Jul-16,7,683.66
186,05-Jul-16,7,670.63
187,06-Jul-16,7,677.33
188,07-Jul-16,7,640.56
189,08-Jul-16,7,666.52
190,09-Jul-16,7,650.96
191,10-Jul-16,7,649.36
192,11-Jul-16,7,647.66
193,12-Jul-16,7,664.55
194,13-Jul-16,7,654.47
195,14-Jul-16,7,658.08
196,15-Jul-16,7,663.26
197,16-Jul-16,7,660.77
198,17-Jul-16,7,679.46
199,18-Jul-16,7,673.11
200,19-Jul-16,7,672.86
201,20-Jul-16,7,665.68
202,21-Jul-16,7,665.01
203,22-Jul-16,7,650.62
204,23-Jul-16,7,655.56
205,24-Jul-16,7,661.28
206,25-Jul-16,7,654.1
207,26-Jul-16,7,651.78
208,27-Jul-16,7,654.35
209,28-Jul-16,7,655.03
210,29-Jul-16,7,656.99
211,30-Jul-16,7,655.05
212,31-Jul-16,7,624.68
213,01-Aug-16,8,606.27
214,02-Aug-16,8,547.47
215,03-Aug-16,8,566.35
216,04-Aug-16,8,578.29
217,05-Aug-16,8,575.04
218,06-Aug-16,8,587.78
219,07-Aug-16,8,592.69
220,08-Aug-16,8,591.05
221,09-Aug-16,8,587.8
222,10-Aug-16,8,592.1
223,11-Aug-16,8,589.12
224,12-Aug-16,8,587.56
225,13-Aug-16,8,585.59
226,14-Aug-16,8,570.47
227,15-Aug-16,8,567.24
228,16-Aug-16,8,577.44
229,17-Aug-16,8,573.22
230,18-Aug-16,8,574.32
231,19-Aug-16,8,575.63
232,20-Aug-16,8,581.7
233,21-Aug-16,8,581.31
234,22-Aug-16,8,586.75
235,23-Aug-16,8,583.41
236,24-Aug-16,8,580.18
237,25-Aug-16,8,577.76
238,26-Aug-16,8,579.65
239,27-Aug-16,8,569.95
240,28-Aug-16,8,573.91
241,29-Aug-16,8,574.11
242,30-Aug-16,8,577.5
243,31-Aug-16,8,575.47
244,01-Sep-16,9,572.3
245,02-Sep-16,9,575.54
246,03-Sep-16,9,598.21
247,04-Sep-16,9,608.63
248,05-Sep-16,9,606.59
249,06-Sep-16,9,610.44
250,07-Sep-16,9,614.54
251,08-Sep-16,9,626.32
252,09-Sep-16,9,622.86
253,10-Sep-16,9,623.51
254,11-Sep-16,9,606.72
255,12-Sep-16,9,608.24
256,13-Sep-16,9,609.24
257,14-Sep-16,9,610.68
258,15-Sep-16,9,607.16
259,16-Sep-16,9,606.97
260,17-Sep-16,9,605.98
261,18-Sep-16,9,609.87
262,19-Sep-16,9,609.23
263,20-Sep-16,9,608.31
264,21-Sep-16,9,597.15
265,22-Sep-16,9,596.3
266,23-Sep-16,9,602.84
267,24-Sep-16,9,602.63
268,25-Sep-16,9,600.83
269,26-Sep-16,9,608.04
270,27-Sep-16,9,606.17
271,28-Sep-16,9,604.73
272,29-Sep-16,9,605.69
273,30-Sep-16,9,609.73
274,01-Oct-16,10,613.98
275,02-Oct-16,10,610.89
276,03-Oct-16,10,612.13
277,04-Oct-16,10,610.2
278,05-Oct-16,10,612.51
279,06-Oct-16,10,613.02
280,07-Oct-16,10,617.12
281,08-Oct-16,10,619.11
282,09-Oct-16,10,616.75
283,10-Oct-16,10,618.99
284,11-Oct-16,10,641.07
285,12-Oct-16,10,636.19
286,13-Oct-16,10,636.79
287,14-Oct-16,10,640.38
288,15-Oct-16,10,638.65
289,16-Oct-16,10,641.63
290,17-Oct-16,10,639.19
291,18-Oct-16,10,637.96
292,19-Oct-16,10,630.52
293,20-Oct-16,10,630.86
294,21-Oct-16,10,632.83
295,22-Oct-16,10,657.29
296,23-Oct-16,10,657.07
297,24-Oct-16,10,653.76
298,25-Oct-16,10,657.59
299,26-Oct-16,10,678.3
300,27-Oct-16,10,688.31
301,28-Oct-16,10,689.65
302,29-Oct-16,10,714.48
303,30-Oct-16,10,701.86
304,31-Oct-16,10,700.97
305,01-Nov-16,11,729.79
306,02-Nov-16,11,740.83
307,03-Nov-16,11,688.7
308,04-Nov-16,11,703.23
309,05-Nov-16,11,703.42
310,06-Nov-16,11,711.52
311,07-Nov-16,11,703.13
312,08-Nov-16,11,709.85
313,09-Nov-16,11,723.27
314,10-Nov-16,11,715.53
315,11-Nov-16,11,716.41
316,12-Nov-16,11,705.05
317,13-Nov-16,11,702.03
318,14-Nov-16,11,705.02
319,15-Nov-16,11,711.62
320,16-Nov-16,11,744.2
321,17-Nov-16,11,740.98
322,18-Nov-16,11,751.59
323,19-Nov-16,11,751.62
324,20-Nov-16,11,731.03
325,21-Nov-16,11,739.25
326,22-Nov-16,11,751.35
327,23-Nov-16,11,744.59
328,24-Nov-16,11,740.29
329,25-Nov-16,11,741.65
330,26-Nov-16,11,735.38
331,27-Nov-16,11,732.03
332,28-Nov-16,11,735.81
333,29-Nov-16,11,735.6
334,30-Nov-16,11,745.69
335,01-Dec-16,12,756.77
336,02-Dec-16,12,777.94
337,03-Dec-16,12,771.16
338,04-Dec-16,12,773.87
339,05-Dec-16,12,758.7
340,06-Dec-16,12,764.22
341,07-Dec-16,12,768.13
342,08-Dec-16,12,770.81
343,09-Dec-16,12,772.79
344,10-Dec-16,12,774.65
345,11-Dec-16,12,769.73
346,12-Dec-16,12,780.09
347,13-Dec-16,12,780.56
348,14-Dec-16,12,781.48
349,15-Dec-16,12,778.09
350,16-Dec-16,12,784.91
351,17-Dec-16,12,790.83
352,18-Dec-16,12,790.53
353,19-Dec-16,12,792.71
354,20-Dec-16,12,800.88
355,21-Dec-16,12,834.28
356,22-Dec-16,12,864.54
357,23-Dec-16,12,921.98
358,24-Dec-16,12,898.82
359,25-Dec-16,12,896.18
360,26-Dec-16,12,907.61
361,27-Dec-16,12,933.2
362,28-Dec-16,12,975.92
363,29-Dec-16,12,973.5
364,30-Dec-16,12,961.24
365,31-Dec-16,12,963.74
366,01-Jan-17,1,998.33
367,02-Jan-17,1,1021.75
368,03-Jan-17,1,1043.84
369,04-Jan-17,1,1154.73
370,05-Jan-17,1,1013.38
371,06-Jan-17,1,902.2
372,07-Jan-17,1,908.59
373,08-Jan-17,1,911.2
374,09-Jan-17,1,902.83
375,10-Jan-17,1,907.68
376,11-Jan-17,1,777.76
377,12-Jan-17,1,804.83
378,13-Jan-17,1,823.98
379,14-Jan-17,1,818.41
380,15-Jan-17,1,821.8
381,16-Jan-17,1,831.53
382,17-Jan-17,1,907.94
383,18-Jan-17,1,886.62
384,19-Jan-17,1,899.07
385,20-Jan-17,1,895.03
386,21-Jan-17,1,921.79
387,22-Jan-17,1,924.67
388,23-Jan-17,1,921.01
389,24-Jan-17,1,892.69
390,25-Jan-17,1,901.54
391,26-Jan-17,1,917.59
392,27-Jan-17,1,919.75
393,28-Jan-17,1,921.59
394,29-Jan-17,1,919.5
395,30-Jan-17,1,920.38
396,31-Jan-17,1,970.4
397,01-Feb-17,2,989.02
398,02-Feb-17,2,1011.8
399,03-Feb-17,2,1029.91
400,04-Feb-17,2,1042.9
401,05-Feb-17,2,1027.34
402,06-Feb-17,2,1038.15
403,07-Feb-17,2,1061.35
404,08-Feb-17,2,1063.07
405,09-Feb-17,2,994.38
406,10-Feb-17,2,988.67
407,11-Feb-17,2,1004.45
408,12-Feb-17,2,999.18
409,13-Feb-17,2,990.64
410,14-Feb-17,2,1004.55
411,15-Feb-17,2,1007.48
412,16-Feb-17,2,1027.44
413,17-Feb-17,2,1046.21
414,18-Feb-17,2,1054.42
415,19-Feb-17,2,1047.87
416,20-Feb-17,2,1079.98
417,21-Feb-17,2,1115.3
418,22-Feb-17,2,1117.44
419,23-Feb-17,2,1166.72
420,24-Feb-17,2,1173.68
421,25-Feb-17,2,1143.84
422,26-Feb-17,2,1165.2
423,27-Feb-17,2,1179.97
424,28-Feb-17,2,1179.97
425,01-Mar-17,3,1222.5
426,02-Mar-17,3,1251.01
427,03-Mar-17,3,1274.99
428,04-Mar-17,3,1255.15
429,05-Mar-17,3,1267.12
430,06-Mar-17,3,1272.83
431,07-Mar-17,3,1223.54
432,08-Mar-17,3,1150
433,09-Mar-17,3,1188.49
434,10-Mar-17,3,1116.72
435,11-Mar-17,3,1175.83
436,12-Mar-17,3,1221.38
437,13-Mar-17,3,1231.92
438,14-Mar-17,3,1240
439,15-Mar-17,3,1249.61
440,16-Mar-17,3,1187.81
441,17-Mar-17,3,1100.23
442,18-Mar-17,3,973.82
443,19-Mar-17,3,1036.74
444,20-Mar-17,3,1054.23
445,21-Mar-17,3,1120.54
446,22-Mar-17,3,1049.14
447,23-Mar-17,3,1038.59
448,24-Mar-17,3,937.52
449,25-Mar-17,3,972.78
450,26-Mar-17,3,966.72
451,27-Mar-17,3,1045.77
452,28-Mar-17,3,1047.15
453,29-Mar-17,3,1039.97
454,30-Mar-17,3,1026.43
455,31-Mar-17,3,1071.79
456,01-Apr-17,4,1080.5
457,02-Apr-17,4,1102.17
458,03-Apr-17,4,1143.81
459,04-Apr-17,4,1133.25
460,05-Apr-17,4,1124.78
461,06-Apr-17,4,1182.68
462,07-Apr-17,4,1176.9
463,08-Apr-17,4,1175.95
464,09-Apr-17,4,1187.87
465,10-Apr-17,4,1187.13
466,11-Apr-17,4,1205.01
467,12-Apr-17,4,1200.37
468,13-Apr-17,4,1169.28
469,14-Apr-17,4,1167.54
470,15-Apr-17,4,1172.52
471,16-Apr-17,4,1182.94
472,17-Apr-17,4,1193.91
473,18-Apr-17,4,1211.67
474,19-Apr-17,4,1210.29
475,20-Apr-17,4,1229.08
476,21-Apr-17,4,1222.05
477,22-Apr-17,4,1231.71
478,23-Apr-17,4,1207.21
479,24-Apr-17,4,1250.15
480,25-Apr-17,4,1265.49
481,26-Apr-17,4,1281.08
482,27-Apr-17,4,1317.73
483,28-Apr-17,4,1316.48
484,29-Apr-17,4,1321.79
485,30-Apr-17,4,1347.89
486,01-May-17,5,1421.6
487,02-May-17,5,1452.82
488,03-May-17,5,1490.09
489,04-May-17,5,1537.67
490,05-May-17,5,1555.45
491,06-May-17,5,1578.8
492,07-May-17,5,1596.71
493,08-May-17,5,1723.35
494,09-May-17,5,1755.36
495,10-May-17,5,1787.13
496,11-May-17,5,1848.57
497,12-May-17,5,1724.24
498,13-May-17,5,1804.91
499,14-May-17,5,1808.91
500,15-May-17,5,1738.43
501,16-May-17,5,1734.45
502,17-May-17,5,1839.09
503,18-May-17,5,1888.65
504,19-May-17,5,1987.71
505,20-May-17,5,2084.73
506,21-May-17,5,2041.2
507,22-May-17,5,2173.4
508,23-May-17,5,2320.42
509,24-May-17,5,2443.64
510,25-May-17,5,2304.98
511,26-May-17,5,2202.42
512,27-May-17,5,2038.87
513,28-May-17,5,2155.8
514,29-May-17,5,2255.61
515,30-May-17,5,2175.47
516,31-May-17,5,2286.41
517,01-Jun-17,6,2407.88
518,02-Jun-17,6,2488.55
519,03-Jun-17,6,2515.35
520,04-Jun-17,6,2511.81
521,05-Jun-17,6,2686.81
522,06-Jun-17,6,2863.2
523,07-Jun-17,6,2732.16
524,08-Jun-17,6,2805.62
525,09-Jun-17,6,2823.81
526,10-Jun-17,6,2947.71
527,11-Jun-17,6,2958.11
528,12-Jun-17,6,2659.63
529,13-Jun-17,6,2717.02
530,14-Jun-17,6,2506.37
531,15-Jun-17,6,2464.58
532,16-Jun-17,6,2518.56
533,17-Jun-17,6,2655.88
534,18-Jun-17,6,2548.29
535,19-Jun-17,6,2589.6
536,20-Jun-17,6,2721.79
537,21-Jun-17,6,2689.1
538,22-Jun-17,6,2705.41
539,23-Jun-17,6,2744.91
540,24-Jun-17,6,2608.72
541,25-Jun-17,6,2589.41
542,26-Jun-17,6,2478.45
543,27-Jun-17,6,2552.45
544,28-Jun-17,6,2574.79
545,29-Jun-17,6,2539.32
546,30-Jun-17,6,2480.84
547,01-Jul-17,7,2434.55
548,02-Jul-17,7,2506.47
549,03-Jul-17,7,2564.06
550,04-Jul-17,7,2601.64
551,05-Jul-17,7,2601.99
552,06-Jul-17,7,2608.56
553,07-Jul-17,7,2518.66
554,08-Jul-17,7,2571.34
555,09-Jul-17,7,2518.44
556,10-Jul-17,7,2372.56
557,11-Jul-17,7,2337.79
558,12-Jul-17,7,2398.84
559,13-Jul-17,7,2357.9
560,14-Jul-17,7,2233.34
561,15-Jul-17,7,1998.86
562,16-Jul-17,7,1929.82
563,17-Jul-17,7,2228.41
564,18-Jul-17,7,2318.88
565,19-Jul-17,7,2273.43
566,20-Jul-17,7,2817.6
567,21-Jul-17,7,2667.76
568,22-Jul-17,7,2810.12
569,23-Jul-17,7,2730.4
570,24-Jul-17,7,2754.86
571,25-Jul-17,7,2576.48
572,26-Jul-17,7,2529.45
573,27-Jul-17,7,2671.78
574,28-Jul-17,7,2809.01
575,29-Jul-17,7,2726.45
576,30-Jul-17,7,2757.18
577,31-Jul-17,7,2875.34
578,01-Aug-17,8,2718.26
579,02-Aug-17,8,2710.67
580,03-Aug-17,8,2804.73
581,04-Aug-17,8,2895.89
582,05-Aug-17,8,3252.91
583,06-Aug-17,8,3213.94
584,07-Aug-17,8,3378.94
585,08-Aug-17,8,3419.94
586,09-Aug-17,8,3342.47
587,10-Aug-17,8,3381.28
588,11-Aug-17,8,3650.62
589,12-Aug-17,8,3884.71
590,13-Aug-17,8,4073.26
591,14-Aug-17,8,4325.13
592,15-Aug-17,8,4181.93
593,16-Aug-17,8,4376.63
594,17-Aug-17,8,4331.69
595,18-Aug-17,8,4160.62
596,19-Aug-17,8,4193.7
597,20-Aug-17,8,4087.66
598,21-Aug-17,8,4001.74
599,22-Aug-17,8,4100.52
600,23-Aug-17,8,4151.52
601,24-Aug-17,8,4334.68
602,25-Aug-17,8,4371.6
603,26-Aug-17,8,4352.4
604,27-Aug-17,8,4382.88
605,28-Aug-17,8,4382.66
606,29-Aug-17,8,4579.02
607,30-Aug-17,8,4565.3
608,31-Aug-17,8,4703.39
609,01-Sep-17,9,4892.01
610,02-Sep-17,9,4578.77
611,03-Sep-17,9,4582.96
612,04-Sep-17,9,4236.31
613,05-Sep-17,9,4376.53
614,06-Sep-17,9,4597.12
615,07-Sep-17,9,4599.88
616,08-Sep-17,9,4228.75
617,09-Sep-17,9,4226.06
618,10-Sep-17,9,4122.94
619,11-Sep-17,9,4161.27
620,12-Sep-17,9,4130.81
621,13-Sep-17,9,3882.59
622,14-Sep-17,9,3154.95
623,15-Sep-17,9,3637.52
624,16-Sep-17,9,3625.04
625,17-Sep-17,9,3582.88
626,18-Sep-17,9,4065.2
627,19-Sep-17,9,3924.97
628,20-Sep-17,9,3905.95
629,21-Sep-17,9,3631.04
630,22-Sep-17,9,3630.7
631,23-Sep-17,9,3792.4
632,24-Sep-17,9,3682.84
633,25-Sep-17,9,3926.07
634,26-Sep-17,9,3892.35
