trade_date,trade_month,interest_rate
12-Aug-20,8,0.25
13-Aug-20,8,0.25
14-Aug-20,8,0.25
17-Aug-20,8,0.25
18-Aug-20,8,0.25
19-Aug-20,8,0.25
20-Aug-20,8,0.25
21-Aug-20,8,0.25
24-Aug-20,8,0.25
25-Aug-20,8,0.25
26-Aug-20,8,0.25
27-Aug-20,8,0.25
28-Aug-20,8,0.25
31-Aug-20,8,0.25
1-Sep-20,9,0.25
2-Sep-20,9,0.25
3-Sep-20,9,0.25
4-Sep-20,9,0.25
7-Sep-20,9,0.25
8-Sep-20,9,0.25
9-Sep-20,9,0.25
10-Sep-20,9,0.25
11-Sep-20,9,0.25
14-Sep-20,9,0.25
15-Sep-20,9,0.25
16-Sep-20,9,0.25
17-Sep-20,9,0.25
18-Sep-20,9,0.25
21-Sep-20,9,0.25
22-Sep-20,9,0.25
23-Sep-20,9,0.25
24-Sep-20,9,0.25
25-Sep-20,9,0.25
28-Sep-20,9,0.25
29-Sep-20,9,0.25
30-Sep-20,9,0.25
1-Oct-20,10,0.25
2-Oct-20,10,0.25
5-Oct-20,10,0.25
6-Oct-20,10,0.25
7-Oct-20,10,0.25
8-Oct-20,10,0.25
9-Oct-20,10,0.25
12-Oct-20,10,0.25
13-Oct-20,10,0.25
14-Oct-20,10,0.25
15-Oct-20,10,0.25
16-Oct-20,10,0.25
19-Oct-20,10,0.25
20-Oct-20,10,0.25
21-Oct-20,10,0.25
22-Oct-20,10,0.25
23-Oct-20,10,0.25
26-Oct-20,10,0.25
27-Oct-20,10,0.25
28-Oct-20,10,0.25
29-Oct-20,10,0.25
30-Oct-20,10,0.25
2-Nov-20,11,0.25
3-Nov-20,11,0.25
4-Nov-20,11,0.1
5-Nov-20,11,0.1
6-Nov-20,11,0.1
9-Nov-20,11,0.1
10-Nov-20,11,0.1
11-Nov-20,11,0.1
12-Nov-20,11,0.1
13-Nov-20,11,0.1
16-Nov-20,11,0.1
17-Nov-20,11,0.1
18-Nov-20,11,0.1
19-Nov-20,11,0.1
20-Nov-20,11,0.1
23-Nov-20,11,0.1
24-Nov-20,11,0.1
25-Nov-20,11,0.1
26-Nov-20,11,0.1
27-Nov-20,11,0.1
30-Nov-20,11,0.1
1-Dec-20,12,0.1
2-Dec-20,12,0.1
3-Dec-20,12,0.1
4-Dec-20,12,0.1
7-Dec-20,12,0.1
8-Dec-20,12,0.1
9-Dec-20,12,0.1
10-Dec-20,12,0.1
11-Dec-20,12,0.1
14-Dec-20,12,0.1
15-Dec-20,12,0.1
16-Dec-20,12,0.1
17-Dec-20,12,0.1
18-Dec-20,12,0.1
21-Dec-20,12,0.1
22-Dec-20,12,0.1
23-Dec-20,12,0.1
24-Dec-20,12,0.1
29-Dec-20,12,0.1
30-Dec-20,12,0.1
31-Dec-20,12,0.1
4-Jan-21,1,0.1
5-Jan-21,1,0.1
6-Jan-21,1,0.1
7-Jan-21,1,0.1
8-Jan-21,1,0.1
11-Jan-21,1,0.1
12-Jan-21,1,0.1
13-Jan-21,1,0.1
14-Jan-21,1,0.1
15-Jan-21,1,0.1
18-Jan-21,1,0.1
19-Jan-21,1,0.1
20-Jan-21,1,0.1
21-Jan-21,1,0.1
22-Jan-21,1,0.1
25-Jan-21,1,0.1
27-Jan-21,1,0.1
28-Jan-21,1,0.1
29-Jan-21,1,0.1
1-Feb-21,2,0.1
2-Feb-21,2,0.1
3-Feb-21,2,0.1
4-Feb-21,2,0.1
5-Feb-21,2,0.1
8-Feb-21,2,0.1
9-Feb-21,2,0.1
10-Feb-21,2,0.1
11-Feb-21,2,0.1
12-Feb-21,2,0.1
15-Feb-21,2,0.1
16-Feb-21,2,0.1
17-Feb-21,2,0.1
18-Feb-21,2,0.1
19-Feb-21,2,0.1
22-Feb-21,2,0.1
23-Feb-21,2,0.1
24-Feb-21,2,0.1
25-Feb-21,2,0.1
26-Feb-21,2,0.1
1-Mar-21,3,0.1
2-Mar-21,3,0.1
3-Mar-21,3,0.1
4-Mar-21,3,0.1
5-Mar-21,3,0.1
8-Mar-21,3,0.1
9-Mar-21,3,0.1
10-Mar-21,3,0.1
11-Mar-21,3,0.1
12-Mar-21,3,0.1
15-Mar-21,3,0.1
16-Mar-21,3,0.1
17-Mar-21,3,0.1
18-Mar-21,3,0.1
19-Mar-21,3,0.1
22-Mar-21,3,0.1
23-Mar-21,3,0.1
24-Mar-21,3,0.1
25-Mar-21,3,0.1
26-Mar-21,3,0.1
29-Mar-21,3,0.1
30-Mar-21,3,0.1
31-Mar-21,3,0.1
1-Apr-21,4,0.1
6-Apr-21,4,0.1
7-Apr-21,4,0.1
8-Apr-21,4,0.1
9-Apr-21,4,0.1
12-Apr-21,4,0.1
13-Apr-21,4,0.1
14-Apr-21,4,0.1
15-Apr-21,4,0.1
16-Apr-21,4,0.1
19-Apr-21,4,0.1
20-Apr-21,4,0.1
21-Apr-21,4,0.1
22-Apr-21,4,0.1
23-Apr-21,4,0.1
26-Apr-21,4,0.1
27-Apr-21,4,0.1
28-Apr-21,4,0.1
29-Apr-21,4,0.1
30-Apr-21,4,0.1
3-May-21,5,0.1
4-May-21,5,0.1
5-May-21,5,0.1
6-May-21,5,0.1
7-May-21,5,0.1
10-May-21,5,0.1
11-May-21,5,0.1
12-May-21,5,0.1
13-May-21,5,0.1
14-May-21,5,0.1
17-May-21,5,0.1
18-May-21,5,0.1
19-May-21,5,0.1
20-May-21,5,0.1
21-May-21,5,0.1
24-May-21,5,0.1
25-May-21,5,0.1
26-May-21,5,0.1
27-May-21,5,0.1
28-May-21,5,0.1
31-May-21,5,0.1
1-Jun-21,6,0.1
2-Jun-21,6,0.1
3-Jun-21,6,0.1
4-Jun-21,6,0.1
7-Jun-21,6,0.1
8-Jun-21,6,0.1
9-Jun-21,6,0.1
10-Jun-21,6,0.1
11-Jun-21,6,0.1
15-Jun-21,6,0.1
16-Jun-21,6,0.1
17-Jun-21,6,0.1
18-Jun-21,6,0.1
21-Jun-21,6,0.1
22-Jun-21,6,0.1
23-Jun-21,6,0.1
24-Jun-21,6,0.1
25-Jun-21,6,0.1
28-Jun-21,6,0.1
29-Jun-21,6,0.1
30-Jun-21,6,0.1
1-Jul-21,7,0.1
2-Jul-21,7,0.1
5-Jul-21,7,0.1
6-Jul-21,7,0.1
7-Jul-21,7,0.1
8-Jul-21,7,0.1
9-Jul-21,7,0.1
12-Jul-21,7,0.1
13-Jul-21,7,0.1
14-Jul-21,7,0.1
15-Jul-21,7,0.1
16-Jul-21,7,0.1
19-Jul-21,7,0.1
20-Jul-21,7,0.1
21-Jul-21,7,0.1
22-Jul-21,7,0.1
23-Jul-21,7,0.1
26-Jul-21,7,0.1
27-Jul-21,7,0.1
28-Jul-21,7,0.1
29-Jul-21,7,0.1
30-Jul-21,7,0.1
2-Aug-21,8,0.1
3-Aug-21,8,0.1
4-Aug-21,8,0.1
5-Aug-21,8,0.1
6-Aug-21,8,0.1
9-Aug-21,8,0.1
10-Aug-21,8,0.1
11-Aug-21,8,0.1
12-Aug-21,8,0.1
13-Aug-21,8,0.1
16-Aug-21,8,0.1
17-Aug-21,8,0.1
18-Aug-21,8,0.1
19-Aug-21,8,0.1
20-Aug-21,8,0.1
23-Aug-21,8,0.1
24-Aug-21,8,0.1
25-Aug-21,8,0.1
26-Aug-21,8,0.1
27-Aug-21,8,0.1
30-Aug-21,8,0.1
31-Aug-21,8,0.1
1-Sep-21,9,0.1
2-Sep-21,9,0.1
3-Sep-21,9,0.1
6-Sep-21,9,0.1
7-Sep-21,9,0.1
8-Sep-21,9,0.1
9-Sep-21,9,0.1
10-Sep-21,9,0.1
13-Sep-21,9,0.1
14-Sep-21,9,0.1
15-Sep-21,9,0.1
16-Sep-21,9,0.1
17-Sep-21,9,0.1
20-Sep-21,9,0.1
21-Sep-21,9,0.1
22-Sep-21,9,0.1
23-Sep-21,9,0.1
24-Sep-21,9,0.1
27-Sep-21,9,0.1
28-Sep-21,9,0.1
29-Sep-21,9,0.1
30-Sep-21,9,0.1
1-Oct-21,10,0.1
4-Oct-21,10,0.1
5-Oct-21,10,0.1
6-Oct-21,10,0.1
7-Oct-21,10,0.1
8-Oct-21,10,0.1
11-Oct-21,10,0.1
12-Oct-21,10,0.1
13-Oct-21,10,0.1
14-Oct-21,10,0.1
15-Oct-21,10,0.1
18-Oct-21,10,0.1
19-Oct-21,10,0.1
20-Oct-21,10,0.1
21-Oct-21,10,0.1
22-Oct-21,10,0.1
25-Oct-21,10,0.1
26-Oct-21,10,0.1
27-Oct-21,10,0.1
28-Oct-21,10,0.1
29-Oct-21,10,0.1
1-Nov-21,11,0.1
2-Nov-21,11,0.1
3-Nov-21,11,0.1
4-Nov-21,11,0.1
5-Nov-21,11,0.1
8-Nov-21,11,0.1
9-Nov-21,11,0.1
10-Nov-21,11,0.1
11-Nov-21,11,0.1
12-Nov-21,11,0.1
15-Nov-21,11,0.1
16-Nov-21,11,0.1
17-Nov-21,11,0.1
18-Nov-21,11,0.1
19-Nov-21,11,0.1
22-Nov-21,11,0.1
23-Nov-21,11,0.1
24-Nov-21,11,0.1
25-Nov-21,11,0.1
26-Nov-21,11,0.1
29-Nov-21,11,0.1
30-Nov-21,11,0.1
1-Dec-21,12,0.1
2-Dec-21,12,0.1
3-Dec-21,12,0.1
6-Dec-21,12,0.1
7-Dec-21,12,0.1
8-Dec-21,12,0.1
9-Dec-21,12,0.1
10-Dec-21,12,0.1
13-Dec-21,12,0.1
14-Dec-21,12,0.1
15-Dec-21,12,0.1
16-Dec-21,12,0.1
17-Dec-21,12,0.1
20-Dec-21,12,0.1
21-Dec-21,12,0.1
22-Dec-21,12,0.1
23-Dec-21,12,0.1
24-Dec-21,12,0.1
29-Dec-21,12,0.1
30-Dec-21,12,0.1
31-Dec-21,12,0.1
